                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.53523,                0.35378,                0.86114,                0.99471,                0.98827,                  0.995,                0.88993,                0.61826,                0.29466,                0.86067,              0.0010861,              0.0010861,              0.0010861
                     91,                0.52483,                0.34774,                 0.8571,                0.99201,                0.96361,                0.99085,                0.86754,                0.66358,                0.39744,                0.87545,              0.0010795,              0.0010795,              0.0010795
                     92,                0.50644,                0.32586,                0.85619,                0.99033,                0.97484,                0.99056,                0.86609,                0.65194,                0.36586,                0.86789,              0.0010729,              0.0010729,              0.0010729
                     93,                0.50031,                0.32912,                0.85028,                 0.9924,                0.99786,                  0.995,                0.89506,                0.58946,                 0.2838,                0.85754,              0.0010663,              0.0010663,              0.0010663
                     94,                0.51839,                0.34027,                0.85923,                0.99789,                0.98815,                  0.995,                 0.8851,                0.53935,                0.30374,                0.83969,              0.0010597,              0.0010597,              0.0010597
                     95,                0.50365,                 0.3348,                0.84508,                0.99369,                0.99834,                  0.995,                0.90586,                0.52575,                0.27058,                0.83875,              0.0010531,              0.0010531,              0.0010531
                     96,                0.48323,                0.33662,                0.85098,                 0.9978,                0.98963,                  0.995,                0.90982,                0.54865,                0.27348,                0.84559,              0.0010465,              0.0010465,              0.0010465
                     97,                0.50108,                0.34219,                0.85348,                0.99753,                 0.9883,                  0.995,                0.89243,                0.55179,                0.27505,                0.84709,              0.0010399,              0.0010399,              0.0010399
                     98,                0.49231,                0.33014,                0.84907,                0.99632,                      1,                  0.995,                0.89615,                0.57444,                 0.2876,                0.84552,              0.0010333,              0.0010333,              0.0010333
                     99,                0.47021,                0.32209,                0.84805,                0.99491,                0.99908,                  0.995,                0.92217,                0.53047,                0.26225,                0.84037,              0.0010267,              0.0010267,              0.0010267
                    100,                0.47102,                0.32001,                0.85187,                0.99184,                      1,                  0.995,                0.88149,                0.58147,                0.27899,                0.85939,              0.0010201,              0.0010201,              0.0010201
                    101,                0.51497,                0.35265,                0.85481,                0.99549,                      1,                  0.995,                0.91124,                0.57063,                0.29028,                0.85173,              0.0010135,              0.0010135,              0.0010135
                    102,                0.49057,                0.32955,                0.85071,                0.99387,                      1,                  0.995,                0.90832,                0.51546,                0.27552,                0.83653,              0.0010069,              0.0010069,              0.0010069
                    103,                0.47998,                0.34439,                0.84319,                 0.9963,                      1,                  0.995,                0.90955,                0.53354,                0.26333,                0.84454,              0.0010003,              0.0010003,              0.0010003
                    104,                 0.4872,                0.32999,                0.85576,                 0.9922,                      1,                  0.995,                0.91187,                0.52935,                0.26926,                0.83373,             0.00099367,             0.00099367,             0.00099367
                    105,                0.48306,                0.32164,                0.85048,                0.99202,                0.99872,                  0.995,                0.90286,                0.52755,                0.26248,                0.83583,             0.00098706,             0.00098706,             0.00098706
                    106,                0.47334,                0.33122,                0.84717,                0.99278,                0.99827,                  0.995,                 0.8862,                0.56216,                0.28142,                0.84269,             0.00098046,             0.00098046,             0.00098046
                    107,                0.48685,                0.32775,                0.84429,                0.99989,                      1,                  0.995,                0.88637,                0.55067,                0.26144,                0.85279,             0.00097386,             0.00097386,             0.00097386
                    108,                0.46847,                0.32406,                0.84074,                 0.9964,                      1,                  0.995,                0.89643,                0.53876,                0.25715,                 0.8398,             0.00096726,             0.00096726,             0.00096726
                    109,                0.45307,                0.30538,                 0.8409,                0.99746,                0.98863,                  0.995,                0.88564,                0.57649,                0.29531,                0.84623,             0.00096066,             0.00096066,             0.00096066
                    110,                0.48997,                0.32816,                0.84228,                0.99791,                0.98992,                  0.995,                0.91297,                0.51672,                0.27168,                0.83537,             0.00095406,             0.00095406,             0.00095406
                    111,                0.46806,                0.32211,                0.84472,                0.98993,                0.99737,                  0.995,                0.88927,                0.54666,                0.26793,                0.84053,             0.00094746,             0.00094746,             0.00094746
                    112,                0.50563,                0.33725,                0.85165,                0.99734,                0.98822,                  0.995,                0.90588,                0.53653,                0.28106,                  0.836,             0.00094085,             0.00094085,             0.00094085
                    113,                 0.4711,                0.31482,                0.84325,                0.99445,                      1,                  0.995,                0.90901,                0.57865,                0.26805,                0.85527,             0.00093425,             0.00093425,             0.00093425
                    114,                0.46538,                0.31943,                0.84373,                0.99136,                0.99808,                  0.995,                 0.9062,                0.54356,                0.26064,                0.84902,             0.00092765,             0.00092765,             0.00092765
                    115,                0.45299,                0.31115,                0.84725,                0.99727,                      1,                  0.995,                0.89835,                0.53051,                 0.2586,                0.84358,             0.00092105,             0.00092105,             0.00092105
                    116,                0.46343,                0.31053,                0.83798,                0.99404,                      1,                  0.995,                0.91233,                0.52661,                0.26472,                0.83869,             0.00091445,             0.00091445,             0.00091445
                    117,                0.46789,                0.32139,                0.84804,                0.99789,                0.98846,                  0.995,                0.89594,                0.53862,                 0.2649,                0.83626,             0.00090785,             0.00090785,             0.00090785
                    118,                0.44647,                0.30231,                 0.8337,                0.99657,                0.99109,                  0.995,                0.90736,                0.52732,                0.25649,                0.83776,             0.00090125,             0.00090125,             0.00090125
                    119,                0.45801,                0.30992,                0.84483,                0.99658,                0.99207,                  0.995,                0.89993,                0.53125,                0.25373,                0.83221,             0.00089465,             0.00089465,             0.00089465
                    120,                0.44635,                 0.3131,                0.83872,                0.99754,                0.98823,                  0.995,                0.90106,                0.52604,                0.26264,                0.82691,             0.00088804,             0.00088804,             0.00088804
                    121,                0.45437,                0.31585,                0.83864,                0.99521,                0.98718,                0.99475,                0.90573,                0.49827,                0.27992,                0.82871,             0.00088144,             0.00088144,             0.00088144
                    122,                0.44088,                0.30477,                0.83084,                0.99985,                      1,                  0.995,                0.91502,                0.51668,                0.25815,                0.83055,             0.00087484,             0.00087484,             0.00087484
                    123,                 0.4426,                0.30446,                0.83581,                0.99789,                0.98873,                  0.995,                0.89694,                0.54255,                 0.2558,                0.83907,             0.00086824,             0.00086824,             0.00086824
                    124,                0.46165,                0.30775,                0.84517,                0.99793,                0.98886,                  0.995,                 0.9089,                0.53356,                0.25824,                0.83796,             0.00086164,             0.00086164,             0.00086164
                    125,                0.44382,                0.31187,                0.83681,                0.99561,                0.99975,                  0.995,                0.91173,                 0.5265,                0.26347,                0.83047,             0.00085504,             0.00085504,             0.00085504
                    126,                0.43486,                0.29754,                0.83626,                0.99018,                0.99801,                  0.995,                0.91118,                0.51533,                0.24949,                0.82662,             0.00084844,             0.00084844,             0.00084844
                    127,                0.44356,                0.30918,                0.83997,                0.99792,                0.98905,                  0.995,                0.91879,                0.51082,                0.25883,                0.83711,             0.00084184,             0.00084184,             0.00084184
                    128,                0.42698,                0.29345,                0.82858,                0.99282,                0.99847,                  0.995,                0.90412,                0.52915,                0.25713,                0.83638,             0.00083523,             0.00083523,             0.00083523
                    129,                0.44675,                0.29628,                0.83587,                 0.9979,                0.98965,                  0.995,                0.90938,                 0.5218,                0.24929,                0.83308,             0.00082863,             0.00082863,             0.00082863
                    130,                0.47007,                0.31408,                0.84302,                0.99589,                0.99971,                  0.995,                0.91324,                0.51849,                0.23201,                0.83224,             0.00082203,             0.00082203,             0.00082203
                    131,                0.44274,                0.30361,                0.83483,                0.99755,                      1,                  0.995,                0.90093,                0.53701,                0.26023,                0.83792,             0.00081543,             0.00081543,             0.00081543
                    132,                0.44436,                0.29926,                 0.8274,                0.99791,                0.98937,                  0.995,                0.91303,                0.54321,                0.27123,                0.83492,             0.00080883,             0.00080883,             0.00080883
                    133,                 0.4284,                0.30045,                0.83692,                      1,                0.99942,                  0.995,                0.91944,                0.51831,                 0.2649,                0.83246,             0.00080223,             0.00080223,             0.00080223
                    134,                0.42331,                0.29889,                 0.8305,                      1,                      1,                  0.995,                0.89732,                0.53432,                0.27899,                0.83458,             0.00079563,             0.00079563,             0.00079563
                    135,                0.42772,                0.29632,                0.83634,                0.99147,                0.99881,                  0.995,                0.88796,                 0.5517,                 0.2568,                0.83959,             0.00078902,             0.00078902,             0.00078902
                    136,                0.43658,                0.29943,                0.83973,                0.99795,                0.98872,                  0.995,                0.90571,                0.51562,                0.25758,                0.82987,             0.00078242,             0.00078242,             0.00078242
                    137,                0.41579,                0.30287,                0.83371,                 0.9953,                      1,                  0.995,                0.90705,                0.51537,                0.23622,                0.83139,             0.00077582,             0.00077582,             0.00077582
                    138,                0.43188,                0.29657,                0.83637,                0.99718,                      1,                  0.995,                0.89827,                0.54538,                0.25357,                0.83822,             0.00076922,             0.00076922,             0.00076922
                    139,                 0.4388,                0.29929,                 0.8309,                0.99718,                      1,                  0.995,                0.90024,                 0.5361,                0.24671,                0.83647,             0.00076262,             0.00076262,             0.00076262
                    140,                0.40792,                0.28109,                0.82435,                0.99801,                0.96381,                  0.995,                0.89751,                0.53122,                0.31514,                0.83411,             0.00075602,             0.00075602,             0.00075602
                    141,                0.42088,                 0.2929,                0.83404,                0.99798,                0.98847,                  0.995,                0.90854,                 0.5032,                0.25297,                0.82516,             0.00074942,             0.00074942,             0.00074942
                    142,                0.42908,                0.28653,                0.83053,                0.99737,                0.98837,                  0.995,                 0.8969,                0.51805,                0.25882,                 0.8334,             0.00074282,             0.00074282,             0.00074282
                    143,                0.42249,                0.29177,                0.82676,                0.99228,                0.99818,                  0.995,                0.90752,                0.52343,                0.25462,                0.83007,             0.00073621,             0.00073621,             0.00073621
                    144,                0.39657,                0.27668,                0.81896,                0.99733,                 0.9886,                  0.995,                0.90745,                0.52748,                0.24905,                0.83333,             0.00072961,             0.00072961,             0.00072961
                    145,                0.42423,                0.28245,                0.83132,                0.99653,                 0.9999,                  0.995,                0.89299,                0.54873,                0.26393,                0.84094,             0.00072301,             0.00072301,             0.00072301
                    146,                0.42165,                0.28345,                 0.8328,                0.99927,                      1,                  0.995,                0.92275,                0.51971,                 0.2516,                0.83344,             0.00071641,             0.00071641,             0.00071641
                    147,                0.42665,                0.29873,                0.82693,                 0.9967,                      1,                  0.995,                0.90557,                0.53032,                0.23948,                0.83486,             0.00070981,             0.00070981,             0.00070981
                    148,                0.41509,                0.28138,                0.82863,                 0.9979,                0.99127,                  0.995,                0.91651,                0.53296,                 0.2518,                0.83191,             0.00070321,             0.00070321,             0.00070321
                    149,                0.40325,                0.28079,                0.83153,                0.99338,                0.99909,                  0.995,                0.89842,                0.52071,                0.24673,                0.83315,             0.00069661,             0.00069661,             0.00069661
                    150,                0.40779,                0.28157,                0.82884,                0.99721,                      1,                  0.995,                0.90182,                0.52891,                0.23739,                0.83139,                0.00069,                0.00069,                0.00069
                    151,                0.41697,                0.28725,                0.82353,                0.99703,                      1,                  0.995,                 0.9026,                0.53708,                0.25726,                0.83811,              0.0006834,              0.0006834,              0.0006834
                    152,                0.41991,                0.28759,                0.82933,                0.99616,                      1,                  0.995,                0.88369,                0.52841,                0.24643,                0.83223,              0.0006768,              0.0006768,              0.0006768
                    153,                0.41635,                0.29254,                0.83424,                0.99549,                      1,                  0.995,                0.89814,                0.53266,                0.25967,                 0.8389,              0.0006702,              0.0006702,              0.0006702
                    154,                0.39987,                0.27157,                0.82918,                0.99612,                      1,                  0.995,                0.90172,                0.51563,                0.23569,                0.83294,              0.0006636,              0.0006636,              0.0006636
                    155,                 0.4175,                0.28078,                0.82868,                0.99484,                0.99929,                  0.995,                0.91172,                0.53732,                0.24849,                 0.8378,               0.000657,               0.000657,               0.000657
